影视解说,#genre#
电影_梁家辉,https://live.iill.top/huya/11342429#http://live.metshop.top/huya/11342429#https://www.goodiptv.club/huya/11342429
电影_邱淑贞,https://live.iill.top/huya/11352949#http://live.metshop.top/huya/11352949#https://www.goodiptv.club/huya/11352949
电影_许冠英,https://live.iill.top/huya/11601972#http://live.metshop.top/huya/11601972#https://www.goodiptv.club/huya/11601972
电影_斯坦森,https://live.iill.top/huya/21059588#http://live.metshop.top/huya/21059588#https://www.goodiptv.club/huya/21059588
电影_成龙,https://live.iill.top/huya/11342386#http://live.metshop.top/huya/11342386#https://www.goodiptv.club/huya/11342386
电影_王晶,https://live.iill.top/huya/11602058#http://live.metshop.top/huya/11602058#https://www.goodiptv.club/huya/11602058
电影_沈腾,https://live.iill.top/huya/11601968#http://live.metshop.top/huya/11601968#https://www.goodiptv.club/huya/11601968
电影_黄渤,https://live.iill.top/huya/11352876#http://live.metshop.top/huya/11352876#https://www.goodiptv.club/huya/11352876
电影_徐克,https://live.iill.top/huya/11352909#http://live.metshop.top/huya/11352909#https://www.goodiptv.club/huya/11352909
电影_强森,https://live.iill.top/huya/21059581#http://live.metshop.top/huya/21059581#https://www.goodiptv.club/huya/21059581
电影_科幻,https://live.iill.top/huya/11342428#http://live.metshop.top/huya/11342428#https://www.goodiptv.club/huya/11342428
电影_怪兽,https://live.iill.top/huya/21059577#http://live.metshop.top/huya/21059577#https://www.goodiptv.club/huya/21059577
电影_漫威,https://live.iill.top/huya/11602034#http://live.metshop.top/huya/11602034#https://www.goodiptv.club/huya/11602034
电影_警匪,https://live.iill.top/huya/11352886#http://live.metshop.top/huya/11352886#https://www.goodiptv.club/huya/11352886
电影_赌神,https://live.iill.top/huya/11342399#http://live.metshop.top/huya/11342399#https://www.goodiptv.club/huya/11342399
电影_枪战,https://live.iill.top/huya/11352962#http://live.metshop.top/huya/11352962#https://www.goodiptv.club/huya/11352962
电影_僵尸,https://live.iill.top/huya/11279247#http://live.metshop.top/huya/11279247#https://www.goodiptv.club/huya/11279247
电影_贺岁,https://live.iill.top/huya/11601971#http://live.metshop.top/huya/11601971#https://www.goodiptv.club/huya/11601971
电影_玄幻,https://live.iill.top/huya/11342414#http://live.metshop.top/huya/11342414#https://www.goodiptv.club/huya/11342414
电影_谍战,https://live.iill.top/huya/21059585#http://live.metshop.top/huya/21059585#https://www.goodiptv.club/huya/21059585
电影_喜剧,https://live.iill.top/huya/11352877#http://live.metshop.top/huya/11352877#https://www.goodiptv.club/huya/11352877
电影_港片,https://live.iill.top/huya/11602043#http://live.metshop.top/huya/11602043#https://www.goodiptv.club/huya/11602043
电影_国产,https://live.iill.top/huya/11352973#http://live.metshop.top/huya/11352973#https://www.goodiptv.club/huya/11352973
电影_热血,https://live.iill.top/huya/11352934#http://live.metshop.top/huya/11352934#https://www.goodiptv.club/huya/11352934
电影_盗墓,https://live.iill.top/huya/21059552#http://live.metshop.top/huya/21059552#https://www.goodiptv.club/huya/21059552
电影_轻喜剧,https://live.iill.top/huya/880261#http://live.metshop.top/huya/880261#https://www.goodiptv.club/huya/880261
电影_五福星,https://live.iill.top/huya/11282233#http://live.metshop.top/huya/11282233#https://www.goodiptv.club/huya/11282233
电影_小鬼头,https://live.iill.top/huya/11352963#http://live.metshop.top/huya/11352963#https://www.goodiptv.club/huya/11352963
电影_周星星,https://live.iill.top/huya/11336587#http://live.metshop.top/huya/11336587#https://www.goodiptv.club/huya/11336587
电影_贺岁片,https://live.iill.top/huya/11601986#http://live.metshop.top/huya/11601986#https://www.goodiptv.club/huya/11601986
电影_功夫片,https://live.iill.top/huya/11352941#http://live.metshop.top/huya/11352941#https://www.goodiptv.club/huya/11352941
电影_黑帮片,https://live.iill.top/huya/11336719#http://live.metshop.top/huya/11336719#https://www.goodiptv.club/huya/11336719
电影_丧尸片,https://live.iill.top/huya/21059578#http://live.metshop.top/huya/21059578#https://www.goodiptv.club/huya/21059578
电影_灾难片,https://live.iill.top/huya/11602075#http://live.metshop.top/huya/11602075#https://www.goodiptv.club/huya/11602075
电影_战争片,https://live.iill.top/huya/21059574#http://live.metshop.top/huya/21059574#https://www.goodiptv.club/huya/21059574
电影_犯罪片,https://live.iill.top/huya/11352974#http://live.metshop.top/huya/11352974#https://www.goodiptv.club/huya/11352974
电影_古装片,https://live.iill.top/huya/11336590#http://live.metshop.top/huya/11336590#https://www.goodiptv.club/huya/11336590
电影_搞笑恐怖,https://live.iill.top/huya/11601960#http://live.metshop.top/huya/11601960#https://www.goodiptv.club/huya/11601960
电影_经典港片,https://live.iill.top/huya/11602043#http://live.metshop.top/huya/11602043#https://www.goodiptv.club/huya/11602043
电影_高分动作,https://live.iill.top/huya/11352884#http://live.metshop.top/huya/11352884#https://www.goodiptv.club/huya/11352884
电影_漫威合集,https://live.iill.top/huya/26355802#http://live.metshop.top/huya/26355802#https://www.goodiptv.club/huya/26355802
电影_动作电影,https://live.iill.top/huya/11602077#http://live.metshop.top/huya/11602077#https://www.goodiptv.club/huya/11602077
电影_港产搞笑,https://live.iill.top/huya/11342423#http://live.metshop.top/huya/11342423#https://www.goodiptv.club/huya/11342423
电影_喜剧专场,https://live.iill.top/huya/11602044#http://live.metshop.top/huya/11602044#https://www.goodiptv.club/huya/11602044
电影_国产悬疑,https://live.iill.top/huya/11342395#http://live.metshop.top/huya/11342395#https://www.goodiptv.club/huya/11342395
电影_快意江湖,https://live.iill.top/huya/11342435#http://live.metshop.top/huya/11342435#https://www.goodiptv.club/huya/11342435
电影_女神系列,https://live.iill.top/huya/11336571#http://live.metshop.top/huya/11336571#https://www.goodiptv.club/huya/11336571
电影_古墓系列,https://live.iill.top/huya/11352913#http://live.metshop.top/huya/11352913#https://www.goodiptv.club/huya/11352913
电影_怪兽系列,https://live.iill.top/huya/21059554#http://live.metshop.top/huya/21059554#https://www.goodiptv.club/huya/21059554
电影_死神来了,https://live.iill.top/huya/11352903#http://live.metshop.top/huya/11352903#https://www.goodiptv.club/huya/11352903
电影_变形金刚,https://live.iill.top/huya/21059596#http://live.metshop.top/huya/21059596#https://www.goodiptv.club/huya/21059596
电影_动作搞笑,https://live.iill.top/huya/11352965#http://live.metshop.top/huya/11352965#https://www.goodiptv.club/huya/11352965
电影_许氏三杰,https://live.iill.top/huya/11602033#http://live.metshop.top/huya/11602033#https://www.goodiptv.club/huya/11602033
电影_星爷粤语,https://live.iill.top/huya/11336587#http://live.metshop.top/huya/11336587#https://www.goodiptv.club/huya/11336587
电影_黑帮斗争,https://live.iill.top/huya/11342419#http://live.metshop.top/huya/11342419#https://www.goodiptv.club/huya/11342419
电影_嫣然影厅,https://live.iill.top/huya/11601977#http://live.metshop.top/huya/11601977#https://www.goodiptv.club/huya/11601977
电影_蘑菇影厅,https://live.iill.top/huya/11601981#http://live.metshop.top/huya/11601981#https://www.goodiptv.club/huya/11601981
电影_喜乐影院,https://live.iill.top/huya/21059580#http://live.metshop.top/huya/21059580#https://www.goodiptv.club/huya/21059580
电影_欢笑影院,https://live.iill.top/huya/11352894#http://live.metshop.top/huya/11352894#https://www.goodiptv.club/huya/11352894
电影_不挤影院,https://live.iill.top/huya/11352897#http://live.metshop.top/huya/11352897#https://www.goodiptv.club/huya/11352897
电影_电影推荐,https://live.iill.top/huya/11602041#http://live.metshop.top/huya/11602041#https://www.goodiptv.club/huya/11602041
CHC家庭影院,http://61.184.46.85:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://69.30.245.50/live/chcjt.m3u8
CHC动作电影,http://61.184.46.85:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://69.30.245.50/live/chcdz.m3u8


少儿动画,#genre#
茶啊二中,https://live.iill.top/huya/11213191
哆啦A梦,https://live.iill.top/huya/11601963
航海王,https://live.iill.top/huya/16913382
七龙珠,https://live.iill.top/huya/11601966
猫和老鼠,https://live.iill.top/huya/11352879
中华小当家,https://live.iill.top/huya/11342413
卡酷少儿,http://61.184.46.85:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://111.8.242.103:9999/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://111.8.242.103:9999/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.8.242.103:9999/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://litao1100.wicp.io:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://61.184.46.85:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://tvtj1.jxwltx.com:8003/live1328.m3u8
优漫卡通,http://tvtj1.jxwltx.com:8003/custom11.m3u8
广东少儿,http://tvtj1.jxwltx.com:8003/live1570.m3u8
北京卡通,http://litao1100.wicp.io:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0


央视频道,#genre#
CCTV1,http://43.156.8.127:5050/ysp?id=2024078201&pid=600001859&q=fhd
CCTV2,http://43.156.8.127:5050/ysp?id=2024075401&pid=600001800&q=fhd
CCTV3,http://43.156.8.127:5050/ysp?id=2024068501&pid=600001801&q=fhd
CCTV4,http://43.156.8.127:5050/ysp?id=2029797103&pid=600001814&q=fhd
CCTV5,http://43.156.8.127:5050/ysp?id=2024078401&pid=600001818&q=fhd
CCTV5+,http://43.156.8.127:5050/ysp?id=2024078001&pid=600001817&q=fhd
CCTV6,http://43.156.8.127:5050/ysp?id=2013693901&pid=600108442&q=fhd
CCTV7,http://43.156.8.127:5050/ysp?id=2024072001&pid=600004092&q=fhd
CCTV8,http://43.156.8.127:5050/ysp?id=2029793001&pid=600001803&q=fhd
CCTV9,http://43.156.8.127:5050/ysp?id=2024078601&pid=600004078&q=fhd
CCTV10,http://43.156.8.127:5050/ysp?id=2024078701&pid=600001805&q=fhd
CCTV11,http://43.156.8.127:5050/ysp?id=2027248701&pid=600001806&q=fhd
CCTV12,http://43.156.8.127:5050/ysp?id=2027248801&pid=600001807&q=fhd
CCTV13,http://43.156.8.127:5050/ysp?id=2029797203&pid=600001811&q=fhd
CCTV14,http://43.156.8.127:5050/ysp?id=2027248901&pid=600001809&q=fhd
CCTV15,http://43.156.8.127:5050/ysp?id=2027249001&pid=600001815&q=fhd
CCTV16,http://43.156.8.127:5050/ysp?id=2027249101&pid=600098637&q=fhd
CCTV16,http://43.156.8.127:5050/ysp?id=2027249301&pid=600099502&q=fhd
CCTV17,http://43.156.8.127:5050/ysp?id=2027249401&pid=600001810&q=fhd



CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17


CCTV1,http://69.30.245.50/live/cctv1.m3u8
CCTV2,http://69.30.245.50/live/cctv2.m3u8
CCTV3,http://69.30.245.50/live/cctv3.m3u8
CCTV4,http://69.30.245.50/live/cctv4.m3u8
CCTV5,http://69.30.245.50/live/cctv5.m3u8
CCTV5+,http://69.30.246.194/live/cctv5p.m3u8
CCTV6,http://69.30.245.50/live/cctv6.m3u8
CCTV7,http://69.30.245.50/live/cctv7.m3u8
CCTV8,http://69.30.245.50/live/cctv8.m3u8
CCTV9,http://69.30.245.50/live/cctv9.m3u8
CCTV10,http://69.30.245.50/live/cctv10.m3u8
CCTV11,http://69.30.246.194/live/cctv11.m3u8
CCTV12,http://69.30.246.194/live/cctv12.m3u8
CCTV13,http://69.30.246.194/live/cctv13.m3u8
CCTV14,http://69.30.246.194/live/cctv14.m3u8
CCTV15,http://69.30.246.194/live/cctv15.m3u8
CCTV16,http://69.30.246.194/live/cctv16.m3u8
CCTV17,http://69.30.246.194/live/cctv17.m3u8


CCTV1,http://111.8.242.103:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.8.242.103:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.8.242.103:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://111.8.242.103:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://111.8.242.103:9999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.103:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://111.8.242.103:9999/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://111.8.242.103:9999/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.8.242.103:9999/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.8.242.103:9999/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://111.8.242.103:9999/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.8.242.103:9999/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.8.242.103:9999/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.8.242.103:9999/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.8.242.103:9999/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://111.8.242.103:9999/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://111.8.242.103:9999/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV1,http://61.184.46.85:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.184.46.85:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://61.184.46.85:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://61.184.46.85:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://61.184.46.85:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://61.184.46.85:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://61.184.46.85:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://61.184.46.85:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://61.184.46.85:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://61.184.46.85:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://61.184.46.85:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://61.184.46.85:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://61.184.46.85:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://61.184.46.85:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://61.184.46.85:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV1,http://litao1100.wicp.io:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://litao1100.wicp.io:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://litao1100.wicp.io:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://litao1100.wicp.io:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://litao1100.wicp.io:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://litao1100.wicp.io:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://litao1100.wicp.io:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://litao1100.wicp.io:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://litao1100.wicp.io:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://litao1100.wicp.io:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://litao1100.wicp.io:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://litao1100.wicp.io:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://litao1100.wicp.io:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://litao1100.wicp.io:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://litao1100.wicp.io:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV1,http://ah2.sohu.blog:8000/hls/1/index.m3u8
CCTV2,http://ah2.sohu.blog:8000/hls/2/index.m3u8
CCTV3,http://ah2.sohu.blog:8000/hls/3/index.m3u8
CCTV4,http://ah2.sohu.blog:8000/hls/4/index.m3u8
CCTV5,http://ah2.sohu.blog:8000/hls/5/index.m3u8
CCTV5+,http://ah2.sohu.blog:8000/hls/6/index.m3u8
CCTV6,http://ah2.sohu.blog:8000/hls/7/index.m3u8
CCTV7,http://ah2.sohu.blog:8000/hls/8/index.m3u8
CCTV8,http://ah2.sohu.blog:8000/hls/9/index.m3u8
CCTV9,http://ah2.sohu.blog:8000/hls/10/index.m3u8
CCTV10,http://ah2.sohu.blog:8000/hls/11/index.m3u8
CCTV11,http://ah2.sohu.blog:8000/hls/12/index.m3u8
CCTV12,http://ah2.sohu.blog:8000/hls/13/index.m3u8
CCTV13,http://ah2.sohu.blog:8000/hls/14/index.m3u8
CCTV14,http://ah2.sohu.blog:8000/hls/15/index.m3u8
CCTV15,http://ah2.sohu.blog:8000/hls/16/index.m3u8


CCTV1,http://183.250.156.180:9999/newlive/live/hls/1/live.m3u8
CCTV2,http://183.250.156.180:9999/newlive/live/hls/2/live.m3u8
CCTV3,http://183.250.156.180:9999/newlive/live/hls/3/live.m3u8
CCTV4,http://183.250.156.180:9999/newlive/live/hls/4/live.m3u8
CCTV5,http://183.250.156.180:9999/newlive/live/hls/5/live.m3u8
CCTV5+,http://183.250.156.180:9999/newlive/live/hls/6/live.m3u8
CCTV6,http://183.250.156.180:9999/newlive/live/hls/7/live.m3u8
CCTV7,http://183.250.156.180:9999/newlive/live/hls/8/live.m3u8
CCTV8,http://183.250.156.180:9999/newlive/live/hls/9/live.m3u8
CCTV9,http://183.250.156.180:9999/newlive/live/hls/10/live.m3u8
CCTV10,http://183.250.156.180:9999/newlive/live/hls/11/live.m3u8
CCTV11,http://183.250.156.180:9999/newlive/live/hls/12/live.m3u8
CCTV12,http://183.250.156.180:9999/newlive/live/hls/13/live.m3u8
CCTV13,http://183.250.156.180:9999/newlive/live/hls/14/live.m3u8
CCTV14,http://183.250.156.180:9999/newlive/live/hls/15/live.m3u8
CCTV15,http://183.250.156.180:9999/newlive/live/hls/16/live.m3u8
CCTV16,http://183.250.156.180:9999/newlive/live/hls/17/live.m3u8


CCTV1,http://222.85.198.92:8000/hls/1/index.m3u8
CCTV1,http://222.85.198.92:8000/hls/40/index.m3u8
CCTV2,http://222.85.198.92:8000/hls/2/index.m3u8
CCTV3,http://222.85.198.92:8000/hls/3/index.m3u8
CCTV4,http://222.85.198.92:8000/hls/4/index.m3u8
CCTV5,http://222.85.198.92:8000/hls/5/index.m3u8
CCTV6,http://222.85.198.92:8000/hls/6/index.m3u8
CCTV7,http://222.85.198.92:8000/hls/7/index.m3u8
CCTV8,http://222.85.198.92:8000/hls/8/index.m3u8
CCTV10,http://222.85.198.92:8000/hls/9/index.m3u8
CCTV11,http://222.85.198.92:8000/hls/10/index.m3u8
CCTV12,http://222.85.198.92:8000/hls/11/index.m3u8
CCTV13,http://222.85.198.92:8000/hls/12/index.m3u8
CCTV14,http://222.85.198.92:8000/hls/13/index.m3u8
CCTV15,http://222.85.198.92:8000/hls/14/index.m3u8
CCTV17,http://222.85.198.92:8000/hls/15/index.m3u8


CCTV1,https://m.im5k.fun/play/cctv1
CCTV2,https://m.im5k.fun/play/cctv2
CCTV3,https://m.im5k.fun/play/cctv3
CCTV4,https://m.im5k.fun/play/cctv4
CCTV5,https://m.im5k.fun/play/cctv5
CCTV5+,https://m.im5k.fun/play/cctv5p
CCTV6,https://m.im5k.fun/play/cctv6
CCTV7,https://m.im5k.fun/play/cctv7
CCTV8,https://m.im5k.fun/play/cctv8
CCTV9,https://m.im5k.fun/play/cctv9
CCTV10,https://m.im5k.fun/play/cctv10
CCTV11,https://m.im5k.fun/play/cctv11
CCTV12,https://m.im5k.fun/play/cctv12
CCTV13,https://m.im5k.fun/play/cctv13
CCTV14,https://m.im5k.fun/play/cctv14
CCTV15,https://m.im5k.fun/play/cctv15
CCTV16,https://m.im5k.fun/play/cctv16
CCTV17,https://m.im5k.fun/play/cctv17


CCTV1,https://m.im5k.fun/play/cctv1.m3u8
CCTV2,https://m.im5k.fun/play/cctv2.m3u8
CCTV3,https://m.im5k.fun/play/cctv3.m3u8
CCTV4,https://m.im5k.fun/play/cctv4.m3u8
CCTV5,https://m.im5k.fun/play/cctv5.m3u8
CCTV6,https://m.im5k.fun/play/cctv6.m3u8
CCTV7,https://m.im5k.fun/play/cctv7.m3u8
CCTV8,https://m.im5k.fun/play/cctv8.m3u8
CCTV9,https://m.im5k.fun/play/cctv9.m3u8
CCTV10,https://m.im5k.fun/play/cctv10.m3u8
CCTV11,https://m.im5k.fun/play/cctv11.m3u8
CCTV12,https://m.im5k.fun/play/cctv12.m3u8
CCTV13,https://m.im5k.fun/play/cctv13.m3u8
CCTV14,https://m.im5k.fun/play/cctv14.m3u8
CCTV15,https://m.im5k.fun/play/cctv15.m3u8
CCTV17,https://m.im5k.fun/play/cctv17.m3u8


CCTV1,http://tvtj.jxwltx.com:8003/cctv1.m3u8
CCTV2,http://tvtj.jxwltx.com:8003/cctv2.m3u8
CCTV3,http://tvtj.jxwltx.com:8003/cctv3.m3u8
CCTV4,http://tvtj.jxwltx.com:8003/cctv4.m3u8
CCTV5,http://tvtj.jxwltx.com:8003/cctv5.m3u8
CCTV6,http://tvtj.jxwltx.com:8003/cctv6.m3u8
CCTV7,http://tvtj.jxwltx.com:8003/cctv7.m3u8
CCTV8,http://tvtj.jxwltx.com:8003/cctv8.m3u8
CCTV9,http://tvtj.jxwltx.com:8003/cctv9.m3u8
CCTV10,http://tvtj.jxwltx.com:8003/cctv10.m3u8
CCTV11,http://tvtj.jxwltx.com:8003/cctv11.m3u8
CCTV12,http://tvtj.jxwltx.com:8003/cctv12.m3u8
CCTV13,http://tvtj.jxwltx.com:8003/cctv13.m3u8
CCTV14,http://tvtj.jxwltx.com:8003/cctv14.m3u8
CCTV15,http://tvtj.jxwltx.com:8003/cctv15.m3u8
CCTV16,http://tvtj.jxwltx.com:8003/cctv5p.m3u8
CCTV17,http://tvtj.jxwltx.com:8003/cctv17.m3u8


卫视频道,#genre#
湖南卫视,http://43.156.8.127:5050/ysp?id=2024054803&pid=600002475&q=fhd
浙江卫视,http://43.156.8.127:5050/ysp?id=2024054703&pid=600002520&q=fhd
江苏卫视,http://43.156.8.127:5050/ysp?id=2024171103&pid=600002521&q=fhd
四川卫视,http://43.156.8.127:5050/ysp?id=2024061403&pid=600002516&q=fhd
北京卫视,http://43.156.8.127:5050/ysp?id=2024052703&pid=600002309&q=fhd
